Var1,Var2
ACALD,-3.19799723137582
ACALDt,0
ACKr,-8.66882340674164
ACONTa,0.172014883938222
ACONTb,0.172014883938222
ACt2r,-8.66882340674164
ADK1,0
AKGDH,0
AKGt2r,-0
ALCD2x,-3.19799723137582
ATPM,8.39
ATPS4r,10.4667099501385
Biomass_Ecoli_core_N(w/GAM)-Nmet2,0.159435428620097
CO2t,-14.0051367196845
CS,0.172014883938222
CYTBD,19.592
D-LACt2,-0
ENO,-0.662342601116468
ETOHt2r,-3.19799723137582
EX_ac(e),8.66882340674164
EX_acald(e),0
EX_akg(e),0
EX_co2(e),14.0051367196845
EX_etoh(e),3.19799723137582
EX_for(e),12.6363676214381
EX_fru(e),0
EX_fum(e),0
EX_glc(e),0
EX_gln-L(e),0
EX_glu-L(e),0
EX_h2o(e),-2.32146907545112
EX_h(e),-4.07653427370114
EX_lac-D(e),0
EX_mal-L(e),0
EX_nh4(e),-0.869369505179663
EX_o2(e),-9.796
EX_pi(e),-0.586515111264748
EX_pyr(e),0
EX_succ(e),-14.29
FBA,-0.15859042084841
FBP,0.15859042084841
FORt2,0
FORti,12.6363676214381
FRD7,0
FRUpts2,0
FUM,14.29
FUMt2_2,0
G6PDH2r,0
GAPD,-0.423827199900803
GLCpts,0
GLNS,0.0407676390981587
GLNabc,0
GLUDy,-0.828601866081504
GLUN,0
GLUSy,0
GLUt2r,-0
GND,0
H2Ot,2.32146907545112
ICDHyr,0.172014883938222
ICL,0
LDH_D,0
MALS,0
MALt2_2,0
MDH,1.20198369636691
ME1,0
ME2,13.0880163036331
NADH16,5.302
NADTRHD,10.3543205009701
NH4t,0.869369505179663
O2t,9.796
PDH,0
PFK,0
PFL,12.6363676214381
PGI,-0.0326842628671198
PGK,0.423827199900803
PGL,0
PGM,0.662342601116468
PIt2r,0.586515111264748
PPC,0
PPCK,0.74510553211316
PPS,0
PTAr,8.66882340674164
PYK,0
PYRt2r,-0
RPE,-0.114602186092125
RPI,-0.114602186092125
SUCCt2_2,14.29
SUCCt3,0
SUCDi,14.29
SUCOAS,0
TALA,-0.0285229981801353
THD2,0
TKT1,-0.0285229981801353
TKT2,-0.0860791879119902
TPI,-0.15859042084841
