Var1,Var2
ACALD,-2.12011642089376e-29
ACALDt,0
ACKr,2.56087658663428e-29
ACONTa,4.58211838505111
ACONTb,4.58211838505111
ACt2r,-0
ADK1,0
AKGDH,4.52680549556639
AKGt2r,-0
ALCD2x,0
ATPM,8.39
ATPS4r,7.31851468031371
Biomass_Ecoli_core_N(w/GAM)-Nmet2,0.0512678556721788
CO2t,-19.0422707679426
CS,4.58211838505111
CYTBD,32.66
D-LACt2,-0
ENO,-0.212982052818933
ETOHt2r,-0
EX_ac(e),0
EX_acald(e),0
EX_akg(e),0
EX_co2(e),19.0422707679426
EX_etoh(e),0
EX_for(e),-1.27483729641711e-29
EX_fru(e),0
EX_fum(e),0
EX_glc(e),0
EX_gln-L(e),0
EX_glu-L(e),0
EX_h2o(e),14.109726335801
EX_h(e),-9.5835668152161
EX_lac-D(e),0
EX_mal-L(e),0
EX_nh4(e),-0.279553363409257
EX_o2(e),-16.33
EX_pi(e),-0.188599060661243
EX_pyr(e),0
EX_succ(e),-5.306
FBA,-0.0509961360371163
FBP,0.0509961360371163
FORt2,0
FORti,-1.27483729641711e-29
FRD7,0
FRUpts2,0
FUM,9.8328054955664
FUMt2_2,0
G6PDH2r,-2.36615306334108e-29
GAPD,-0.136285340733353
GLCpts,0
GLNS,0.0131091906953761
GLNabc,0
GLUDy,-0.266444172713881
GLUN,0
GLUSy,0
GLUt2r,-0
GND,1.86762043361937e-30
H2Ot,-14.109726335801
ICDHyr,4.58211838505111
ICL,0
LDH_D,0
MALS,0
MALt2_2,0
MDH,4.91331385947895
ME1,0
ME2,4.91949163608745
NADH16,22.8271945044336
NADTRHD,8.56725335151309
NH4t,0.279553363409257
O2t,16.33
PDH,4.7742600545393
PFK,0
PFL,0
PGI,-0.0105099104127967
PGK,0.136285340733353
PGL,0
PGM,0.212982052818933
PIt2r,0.188599060661243
PPC,0
PPCK,0.239595196698361
PPS,0
PTAr,-2.76914553902499e-29
PYK,0
PYRt2r,-0
RPE,-0.0368513346571622
RPI,-0.0368513346571622
SUCCt2_2,39.7428308488669
SUCCt3,34.4368308488669
SUCDi,9.83280549556639
SUCOAS,-4.52680549556639
TALA,-0.0091718193797528
THD2,0
TKT1,-0.00917181937975279
TKT2,-0.0276795152774094
TPI,-0.0509961360371163
