Var1,Var2
ACALD,0
ACALDt,0
ACKr,0
ACONTa,5.6032948141912
ACONTb,5.6032948141912
ACt2r,-0
ADK1,0
AKGDH,0
AKGt2r,-0
ALCD2x,0
ATPM,8.39
ATPS4r,21.3333094876417
Biomass_Ecoli_core_N(w/GAM)-Nmet2,0.354734212428737
CO2t,-16.7401082229889
CS,5.6032948141912
CYTBD,32.66
D-LACt2,-0
ENO,9.1383276613073
ETOHt2r,-0
EX_ac(e),0
EX_acald(e),0
EX_akg(e),0
EX_co2(e),16.7401082229889
EX_etoh(e),0
EX_for(e),-0
EX_fru(e),0
EX_fum(e),0
EX_glc(e),-5.306
EX_gln-L(e),0
EX_glu-L(e),0
EX_h2o(e),19.3241341200048
EX_h(e),7.11596830132048
EX_lac-D(e),0
EX_mal-L(e),0
EX_nh4(e),-1.93429471353142
EX_o2(e),-16.33
EX_pi(e),-1.30496074726159
EX_pyr(e),0
EX_succ(e),0
FBA,4.95314587889713
FBP,0
FORt2,0
FORti,0
FRD7,0
FRUpts2,0
FUM,5.22057207240183
FUMt2_2,0
G6PDH2r,2.66192219625872e-30
GAPD,9.66901004310069
GLCpts,5.306
GLNS,0.0907055381180281
GLNabc,0
GLUDy,-1.84358917541339
GLUN,0
GLUSy,0
GLUt2r,-0
GND,0
H2Ot,-19.3241341200048
ICDHyr,0.382722741789365
ICL,5.22057207240183
LDH_D,0
MALS,5.22057207240183
MALt2_2,0
MDH,10.4411441448037
ME1,0
ME2,0
NADH16,27.4394279275982
NADTRHD,0
NH4t,1.93429471353142
O2t,16.33
PDH,12.1533397679335
PFK,4.95314587889713
PFL,0
PGI,5.23327948645211
PGK,-9.66901004310069
PGL,2.6921459175477e-30
PGM,-9.1383276613073
PIt2r,1.30496074726159
PPC,0
PPCK,4.20404571326604
PPS,0
PTAr,0
PYK,7.85223084490158
PYRt2r,-0
RPE,-0.254982951893776
RPI,-0.254982951893776
SUCCt2_2,13.9065000747323
SUCCt3,13.9065000747323
SUCDi,5.22057207240183
SUCOAS,0
TALA,-0.0634619506035011
THD2,6.08230827972437
TKT1,-0.0634619506035011
TKT2,-0.191521001290275
TPI,4.95314587889713
